SKU,Location, QTY , Line ,Weight,depth,height,Vol
1939569-1,K1-5-49-1,36,1,21,28,2,"1,176"
2360058-2,A2-3-50-2,36,1,19,25,1,475
2369486-1,C1-2-3-2,36,1,15,23,3,"1,035"
175153-1,F1-4-58-2,36,1,23,26,5,"2,990"
3-1318853-3,C2-1-55-2,36,2,15,24,1,360
1747499-2,B2-3-41-1,36,1,22,23,4,"2,024"
1717115-1,B1-1-4-1,36,1,15,27,5,"2,025"
1717106-3,B1-4-33-2,36,1,23,29, -   , -   
1746875-1,B1-5-15-2,36,3,21,25,5,"2,625"
1565428-6,A2-5-21-1,36,2,16,25,3,"1,200"
1612288-1,B2-3-37-1,36,5,13,27,3,"1,053"
2040115-1,A2-3-59-1,36,3,16,24, -   , -   
2069842-1,B1-1-13-1,36,2,19,28,5,"2,660"
1-1827875-5,C1-2-35-2,36,1,19,29, -   , -   
1-1717834-4,C2-0-18-2,36,1,15,24,2,720
2290489-5,A1-0-9-2,36,1,21,25,2,"1,050"
917343-1,A1-3-24-2,36,1,19,24, -   , -   
316292-1,B1-0-48-2,36,1,13,25,5,"1,625"
1376431-1,J1-0-22-2,36,1,15,25,1,375
1318754-1,I2-5-3-2,36,1,19,24,4,"1,824"
2260813-1,A2-3-49-1,36,3,21,23,4,"1,932"
2303827-1,F2-5-55-2,36,5,21,29, -   , -   
1554581-1,C1-0-13-2,36,2,15,29,1,435
2260818-1,A1-0-4-2,36,2,16,29,3,"1,392"
2-2005465-2,L1-3-6-1,36,2,20,25,4,"2,000"
2-178138-3,L1-2-8-1,36,1,14,27,5,"1,890"
NB08012001,E2-2-31-1,36,1,23,27,1,621
1473798-1,A1-3-9-1,36,8,16,26, -   , -   
1827841-6,A1-5-41-2,36,1,13,29,4,"1,508"
1903170-9,A1-2-21-1,36,2,19,27,4,"2,052"
D08595-000,O2-3-41-1,36,1,19,27,5,"2,565"
2290489-4,A1-0-30-2,36,3,20,24,5,"2,400"
174175-1,J2-5-17-1,36,2,20,29,4,"2,320"
1-1534546-2,B1-2-16-1,36,1,17,23,5,"1,955"
2260800-1,L2-0-12-1,36,1,18,26,1,468
1-1871099-3,I2-0-59-2,36,2,19,25,3,"1,425"
1-1438153-3,B2-0-36-1,36,2,16,23,1,368
2229076-8,A1-2-57-2,36,1,15,27,3,"1,215"
172494-1,D2-4-46-1,36,1,17,28,3,"1,428"
770678-1,O1-1-60-1,36,1,14,27,1,378
1-178141-3,B2-1-11-2,36,1,22,25,2,"1,100"
1355541-2,I2-5-45-1,36,2,14,27,4,"1,512"
770680-1,B2-1-6-2,36,8,15,27,5,"2,025"
2325191-1,B2-2-11-2,36,9,21,23,4,"1,932"
1747066-2,C2-4-16-1,36,2,17,27,3,"1,377"
1-353047-2,D2-3-24-2,36,1,23,26, -   , -   
4-1473562-4,G2-0-1-1,36,4,16,27,1,432
1355541-2,I2-5-45-1,36,2,20,29,4,"2,320"
1746741-6,D1-2-38-1,36,1,20,26, -   , -   
350432-4,M2-2-49-2,36,1,17,25, -   , -   
1-917657-3,D2-5-48-1,36,1,18,29,5,"2,610"
535032-4,G2-2-29-2,36,1,22,29,1,638
2-1445051-2,K2-5-41-1,36,3,19,27,4,"2,052"
2-406549-1,E1-1-56-1,36,4,21,27,1,567
1-2069029-2,C2-3-34-2,36,1,20,29,3,"1,740"
6-1393243-3,N2-2-40-1,36,1,18,25,3,"1,350"
2-2326092-2,C1-0-34-2,36,1,14,28,2,784
1969442-6,K2-0-31-2,36,1,22,27, -   , -   
2261071-2,A2-4-35-1,36,1,15,23,4,"1,380"
1743062-2,B1-5-14-1,36,1,17,26,5,"2,210"
2213600-8,L1-3-30-1,36,1,19,24, -   , -   
1011-229-0205,I1-2-43-1,36,1,23,29,3,"2,001"
985923J001,H1-4-20-1,36,2,13,25,2,650
853968-1,E2-0-15-1,36,1,13,27,5,"1,755"
1891499-3,F2-0-6-1,36,1,16,27,5,"2,160"
678702-000,G2-5-1-1,36,1,16,25, -   , -   
724919-2,O1-1-14-1,36,1,15,26,2,780
1-1827583-2,D1-1-31-1,36,1,20,26,2,"1,040"
1-66098-8,C2-0-45-1,36,1,18,25,2,900
60873-1,N2-2-15-2,36,2,16,27,3,"1,296"
1-912161-1,K1-5-18-2,36,1,19,29,1,551
964269-2,B1-5-8-2,36,1,21,23, -   , -   
3-282837-4,G1-4-4-1,36,1,15,28,2,840
T4013008041-000,Q1-1-4-1,36,1,14,23,4,"1,288"
292254-4,D1-4-37-2,35,2,23,24,5,"2,760"
917511-3,C1-5-45-2,35,1,16,27,5,"2,160"
1318383-1,A1-2-60-2,35,7,19,29,5,"2,755"
1573377-1,I1-1-38-2,35,9,15,24,4,"1,440"
1939214-2,A1-4-7-1,35,1,20,26,5,"2,600"
1939922-1,K2-0-1-2,35,1,20,26, -   , -   
1981981-7,A1-2-54-1,35,1,20,29,5,"2,900"
2174101-1,A1-3-6-2,35,1,18,24,1,432
2229076-8,A1-2-57-2,35,10,17,23,3,"1,173"
2260908-1,A1-0-28-2,35,1,13,27, -   , -   
2260908-1,A1-0-28-2,35,1,22,24,5,"2,640"
2287754-1,A1-0-1-2,35,1,17,25,1,425
2289504-2,A1-0-10-1,35,1,17,28,5,"2,380"
3-173605-7,A1-4-46-1,35,1,21,27,1,567
4-912156-4,I1-0-19-2,35,1,17,23,5,"1,955"
2454711-1,B1-0-1-1,35,1,15,28,5,"2,100"
174060-1,J2-5-11-1,35,1,16,29,3,"1,392"
1376393-1,J1-0-20-1,35,1,15,23,2,690
2292496-2,A2-4-6-1,35,1,19,23,4,"1,748"
917480-2,O1-5-38-1,35,3,18,25,4,"1,800"
2292496-2,A2-4-6-1,35,1,13,26,3,"1,014"
1717106-6,B1-3-48-2,35,4,21,27,3,"1,701"
2174126-1,B2-0-2-2,35,1,16,29,1,464
3-1318853-5,A2-4-28-2,35,3,22,28,2,"1,232"
1473672-1,B1-0-37-2,35,1,21,29,1,609
1473672-1,B1-0-37-2,35,1,16,29,4,"1,856"
2445715-1,M1-1-53-1,35,1,23,28,2,"1,288"
2229486-1,A2-4-1-2,35,1,13,29,3,"1,131"
175284-2,D1-2-43-2,35,1,21,26,3,"1,638"
353376-3,B1-1-10-2,35,1,15,29,5,"2,175"
1612124-3,B2-4-17-1,35,3,16,23,4,"1,472"
172795-1,B2-3-40-2,35,4,21,25,3,"1,575"
316300-4,C2-5-24-1,35,1,16,26,4,"1,664"
2400014-5,Q1-1-4-2,35,2,13,26, -   , -   
175151-2,K1-0-31-2,35,1,13,23,5,"1,495"
2260316-5,B1-0-12-1,35,1,13,26,1,338
2360058-1,A2-4-1-1,35,1,19,26,1,494
2343635-1,A2-3-60-1,35,1,23,27, -   , -   
2260316-1,A2-5-30-1,35,1,13,29,5,"1,885"
172796-1,C2-4-11-2,35,3,15,27,3,"1,215"
1746973-1,B1-0-32-2,35,2,17,27,5,"2,295"
776001-2,B1-2-27-1,35,8,19,28,1,532
1903703-7,K1-5-7-2,35,6,23,27,1,621
1674936-5,B1-3-48-1,35,10,19,23,1,437
9-1419128-8,C2-2-37-2,35,1,14,24,3,"1,008"
170213-2,B2-2-2-2,35,1,21,26,4,"2,184"
6376609-2,Q1-0-8-2,35,2,13,29,1,377
1318620-3,F1-0-49-1,35,1,15,28, -   , -   
1318747-1,D2-3-20-1,35,1,14,25,4,"1,400"
1318751-7,D1-1-50-1,35,3,16,27, -   , -   
1473182-1,A1-1-55-1,35,1,18,24, -   , -   
2-917807-2,M1-3-58-1,35,2,16,24,3,"1,152"
2174117-1,B1-0-38-1,35,4,15,24,4,"1,440"
2328272-1,L2-2-60-1,35,1,16,24, -   , -   
2330587-1,A2-4-28-1,35,3,21,28,3,"1,764"
2500006-1,M1-2-6-2,35,1,17,26,2,884
176146-2,B1-2-6-1,35,2,16,23,1,368
590760-000,N2-1-37-1,35,1,14,25, -   , -   
2260814-1,F2-5-22-1,35,1,23,24,2,"1,104"
1981731-1,A2-4-46-2,35,9,16,29,2,928
1318384-2,B1-3-2-2,35,5,18,23,5,"2,070"
2295808-1,B1-2-20-2,35,2,20,28, -   , -   
6437288-1,B1-2-46-1,35,1,23,23,3,"1,587"
1565373-4,B1-3-22-2,35,3,20,28,5,"2,800"
1318774-1,D1-1-51-1,35,2,18,26,2,936
1612121-4,A2-5-41-1,35,13,21,25,3,"1,575"
2360058-2,A2-3-50-2,35,1,16,28, -   , -   
172192-2,C1-2-52-1,35,2,23,23,4,"2,116"
1318745-5,C1-1-22-1,35,4,23,25,1,575
1981086-1,K2-0-56-2,35,1,19,23,5,"2,185"
1-173683-3,I1-5-54-2,35,1,20,23,3,"1,380"
1318688-1,A1-1-22-1,35,1,23,24,5,"2,760"
7-175284-3,O1-0-46-1,35,1,23,24,5,"2,760"
1318688-1,A1-1-22-1,35,1,21,28,2,"1,176"
1376883-1,A1-2-19-2,35,3,23,24,2,"1,104"
1-171823-2,I1-5-33-2,35,2,16,28,1,448
1447231-9,J1-1-15-1,35,2,18,26,1,468
1318752-4,A1-3-1-1,35,1,23,26,5,"2,990"
1318746-3,I2-5-1-1,35,1,18,28,3,"1,512"
316390-7,B1-5-21-1,35,7,17,24,1,408
1554289-1,B1-3-8-1,35,1,15,27,4,"1,620"
2290160-1,A2-4-12-1,35,1,22,24, -   , -   
1903607-1,F2-0-14-2,35,2,20,27,3,"1,620"
2134293-1,B2-0-1-2,35,11,20,29,5,"2,900"
1903608-5,B1-5-58-1,35,6,17,29,3,"1,479"
2261121-1,B2-0-3-1,35,2,15,28,4,"1,680"
2372433-1,A2-4-21-2,35,3,13,29,1,377
1903611-6,A2-4-38-2,35,20,20,28, -   , -   
1473650-2,J1-1-53-1,35,1,13,29,3,"1,131"
2382405-6,L2-5-39-1,35,6,16,25,3,"1,200"
063725P021,E2-4-4-1,35,2,23,24,1,552
2305032-1,A2-4-47-2,35,1,20,27,2,"1,080"
1-1744105-4,I2-0-2-1,35,4,17,23,5,"1,955"
170030-1,F1-3-12-1,35,2,20,28,4,"2,240"
1-179276-2,D1-1-27-1,35,3,13,24,1,312
1318765-9,A1-5-13-1,35,2,23,28,4,"2,576"
W12S-P012,C1-1-11-2,34,1,15,23,1,345
DT06-2S-EP06,B1-0-56-1,34,4,16,28, -   , -   
1060-14-0122,B2-0-35-2,34,2,14,25,4,"1,400"
EG8792-000,O2-5-1-1,34,1,16,24, -   , -   
1-1438153-3,B2-0-36-1,34,4,14,28, -   , -   
2229180-3,E1-1-12-1,34,2,16,28, -   , -   
2349124-1,A2-5-5-1,34,2,22,29, -   , -   
2040104-2,B2-4-28-2,34,3,14,23, -   , -   
2069526-1,E1-0-17-1,34,1,23,25,1,575
2349124-1,A2-5-5-1,34,1,23,26,1,598
171809-1,D1-2-24-2,34,1,19,27, -   , -   
5499922-1,E1-4-27-1,34,2,20,25,3,"1,500"
1-1971905-3,I2-1-27-1,34,1,16,25,5,"2,000"
1473140-1,J1-1-44-1,34,1,15,24,2,720
2-1718324-1,F2-3-47-1,34,1,18,25,2,900
1747366-1,B2-0-54-1,34,3,17,29,4,"1,972"
1-1473562-3,I1-4-27-1,34,1,14,25, -   , -   
1-2288445-1,B2-0-16-1,34,2,22,28, -   , -   
2286546-5,B1-1-17-2,34,1,20,27,5,"2,700"
1746978-1,C2-4-15-1,34,7,13,28,4,"1,456"
2201855-2,F2-4-36-2,34,1,14,28,4,"1,568"
184400-1,C1-4-39-2,34,1,19,24,2,912
643226-1,N2-4-38-1,34,1,14,27,4,"1,512"
1565086-1,F1-2-18-2,34,7,13,24,3,936
170089-1,C2-3-59-1,34,4,16,24, -   , -   
2365278-1,D1-4-17-2,34,1,18,25,1,450
DT16-6SA-KP01,H2-1-9-1,34,1,21,24,2,"1,008"
DT06-2S-EP06,B1-0-56-1,34,1,16,25,2,800
DT06-08SA-CE05,C1-1-8-1,34,1,18,23,2,828
DT04-2P-P036,E2-1-56-1,34,1,22,26,3,"1,716"
WM-12S,E2-2-56-1,34,1,20,24,2,960
2260325-1,P2-5-11-2,34,1,20,29,2,"1,160"
1596847-1,J1-3-60-1,34,1,22,24,5,"2,640"
987323-000,D2-0-39-1,34,1,19,29,1,551
299698-000,E1-2-30-1,34,2,23,29, -   , -   
453806-2,N1-1-50-2,34,1,21,27,2,"1,134"
3-1333281-2,C2-5-22-2,34,2,15,27,5,"2,025"
ZPF000000000001198,E2-3-17-2,34,1,15,29, -   , -   
ZPF000000000003612,H2-5-6-2,34,1,21,27, -   , -   
770520-1,D1-5-60-1,34,1,13,25, -   , -   
2327503-1,Q1-1-5-1,34,1,23,29,1,667
1SNA113690R2100,K2-1-30-1,34,1,14,23,2,644
1318688-2,A1-0-41-2,34,1,14,26,3,"1,092"
1670144-1,C1-4-23-2,34,4,22,28,3,"1,848"
1355950-2,I2-5-47-2,34,1,16,24, -   , -   
917803-2,B2-5-54-1,34,3,20,28,4,"2,240"
1-912161-1,K1-5-18-2,34,1,13,28,4,"1,456"
3-912020-1,M2-5-7-2,34,1,19,24,2,912
BB4502N-L,B1-5-50-1,34,1,18,26,1,468
171825-3,C1-2-51-1,34,1,20,29,2,"1,160"
2304106-1,A2-4-24-2,34,1,18,25,3,"1,350"
2108844-1,K2-4-4-2,34,1,19,26,5,"2,470"
2-640500-2,M1-2-41-2,34,1,14,26,4,"1,456"
T1507031000-200,P1-1-34-1,34,3,21,24,2,"1,008"
1123320-3,A1-1-38-1,34,1,22,27,5,"2,970"
1-2229076-2,A1-3-15-2,34,2,16,24,2,768
1717398-3,A1-3-3-2,34,1,16,24,4,"1,536"
1827840-3,K1-3-57-2,34,1,16,27,4,"1,728"
1903170-1,A1-1-26-1,34,1,17,28,4,"1,904"
1939922-1,K2-0-1-2,34,1,16,29,1,464
2174101-1,A1-3-6-2,34,3,17,28,4,"1,904"
2-1871099-3,A1-5-20-2,34,1,21,28,4,"2,352"
2229076-7,A1-1-43-2,34,4,17,23,4,"1,564"
2229076-8,A1-2-57-2,34,1,13,25,2,650
2260446-1,L1-5-58-1,34,1,16,26, -   , -   
2260794-1,A1-0-10-2,34,117,13,27,4,"1,404"
2260908-1,A1-0-28-2,33,1,14,23,4,"1,288"
2295271-1,A1-0-40-1,33,18,23,24,2,"1,104"
3-912157-6,I1-0-19-1,33,1,16,24,5,"1,920"
DT06-3S-CE14,B2-5-59-2,33,1,23,28,2,"1,288"
1-2236898-1,D1-1-37-2,33,1,18,29, -   , -   
917534-1,O1-5-40-1,33,4,19,27,2,"1,026"
174090-3,D1-2-35-2,33,4,16,27,3,"1,296"
2-917809-2,E1-2-21-1,33,2,23,23,1,529
174352-2,B1-5-14-2,33,5,18,23,5,"2,070"
174352-2,B1-5-14-2,33,2,20,27,2,"1,080"
1473672-1,B1-0-37-2,33,3,20,29,3,"1,740"
2290477-2,A2-5-27-2,33,1,18,24,5,"2,160"
2260811-1,A2-0-19-2,33,5,19,29, -   , -   
2174126-1,B2-0-2-2,33,2,13,29,5,"1,885"
1123343-1,B1-3-21-1,33,1,16,26,5,"2,080"
316834-2,C2-5-24-2,33,6,17,28,5,"2,380"
2232905-1,F2-4-57-2,33,1,23,26, -   , -   
353376-3,B1-1-10-2,33,3,16,25, -   , -   
2174106-1,B1-3-26-1,33,1,19,26,5,"2,470"
2261071-1,A2-4-39-1,33,1,14,23,3,966
6318813-1,B1-5-7-2,33,1,23,25,3,"1,725"
2312240-1,B1-4-17-2,33,2,15,28,3,"1,260"
2294355-1,A2-4-52-2,33,1,22,27, -   , -   
2343635-1,A2-3-60-1,33,1,13,24,4,"1,248"
2229994-2,A2-3-48-1,33,1,16,28,2,896
2260804-1,L2-0-12-2,33,1,17,28,1,476
2260316-2,B2-1-43-1,33,1,23,29, -   , -   
2260316-6,F2-5-10-2,33,3,22,26,4,"2,288"
1747419-2,B1-3-33-1,33,2,23,26,4,"2,392"
964280-6,O2-2-4-1,33,2,19,27,1,513
175196-2,B1-1-21-2,33,2,15,26, -   , -   
175194-2,C1-0-21-1,33,2,18,24, -   , -   
1746973-1,B1-0-32-2,33,6,15,24,5,"1,800"
1981471-1,B1-4-43-2,33,1,23,29,4,"2,668"
3-2367943-2,M2-1-33-2,33,1,15,25,5,"1,875"
1-2013522-0,C1-0-9-1,33,1,23,26, -   , -   
NB-PTCO-012,P1-1-12-2,33,1,22,25,3,"1,650"
2-2040832-1,A2-1-3-1,33,1,18,27,3,"1,458"
1903404-1,D1-3-8-2,33,2,18,23,5,"2,070"
170892-1,C2-0-49-1,33,1,13,25,1,325
2312238-1,B1-0-30-1,33,2,22,28,3,"1,848"
2330587-1,A2-4-28-1,33,2,15,26,1,390
2822514-1,E1-2-15-2,33,1,23,23, -   , -   
1565200-1,J1-3-16-1,33,1,18,27,2,972
2260792-1,A2-5-15-1,33,1,16,24,1,384
2315727-1,L2-2-20-1,33,1,21,23,1,483
2229025-1,B2-4-33-2,33,1,20,24,4,"1,920"
172260-1,D2-4-45-1,33,1,14,25,1,350
6-176146-6,A2-4-27-1,33,6,13,24,2,624
1318745-5,C1-1-22-1,33,2,17,29, -   , -   
2295435-9,F2-5-43-2,33,5,15,29,2,870
8-1447176-4,C1-5-41-2,33,2,18,27,2,972
2295808-1,B1-2-20-2,33,2,17,28,4,"1,904"
172039-1,F1-3-53-1,33,2,13,24,1,312
6-176146-6,A2-4-27-1,33,3,20,29,2,"1,160"
2-1376430-2,A2-5-48-1,33,4,18,25,5,"2,250"
176146-2,B1-2-6-1,32,2,22,23,5,"2,530"
1-173738-1,A1-2-1-1,32,1,13,26,4,"1,352"
173683-1,A1-4-36-1,32,1,14,24,3,"1,008"
1318383-2,I2-4-53-1,32,1,18,26,2,936
2134945-1,P1-4-27-2,32,1,16,27,4,"1,728"
2331754-1,L2-3-14-1,32,1,13,27,3,"1,053"
1-173072-3,I1-5-49-2,32,1,14,25,1,350
2134242-1,A2-0-16-2,32,1,23,24, -   , -   
1554503-1,A2-1-53-2,32,1,15,23,1,345
1939442-2,K1-5-44-1,32,1,14,27,5,"1,890"
2328325-1,A1-3-40-1,32,1,15,28,1,420
1939568-1,K1-5-48-2,32,1,23,28,3,"1,932"
2331756-2,A2-1-9-2,32,1,18,26,5,"2,340"
2229666-1,A1-4-60-2,32,1,19,25,2,950
2312883-2,B2-0-4-1,32,7,20,29,5,"2,900"
2331755-1,B1-1-26-1,32,8,17,28,3,"1,428"
2328263-2,A1-1-31-2,32,2,17,27,5,"2,295"
2360058-2,A2-3-50-2,32,3,16,28,5,"2,240"
2822015-2,B1-5-5-1,32,3,13,28,4,"1,456"
1903608-8,B1-1-45-2,32,4,23,26,5,"2,990"
1473369-7,B1-0-58-1,32,4,20,25,3,"1,500"
1376108-1,A2-0-37-2,32,14,14,23,5,"1,610"
2260793-1,A1-0-3-2,32,1,23,24,1,552
1123901-1,A1-0-8-1,32,2,21,28,1,588
171825-6,C2-0-51-2,32,1,20,27, -   , -   
1981386-1,C1-4-45-2,32,6,19,29,3,"1,653"
7-1123320-9,A1-1-13-2,32,1,16,27,2,864
EL93382001,E2-2-12-2,32,1,21,23,1,483
2822021-5,B2-0-31-2,32,3,19,23,2,874
W2S-P012,B1-5-9-1,32,1,16,27,3,"1,296"
DTM06-12SA-E007,E2-2-3-2,32,1,18,29,2,"1,044"
CT90403001,B1-3-53-1,32,1,14,26,4,"1,456"
2104733001,Q1-1-5-2,32,2,23,23, -   , -   
2349124-1,A2-5-5-1,32,1,17,24,2,816
5-2203452-1,B2-2-16-2,32,3,21,29,5,"3,045"
2340933-4,L2-3-35-1,32,2,17,23,2,782
170179-2,D2-4-13-1,32,1,13,28, -   , -   
1-480424-0,J1-2-7-2,32,1,14,27,1,378
1-1565086-2,I1-4-39-2,32,1,22,25,3,"1,650"
2174955-1,A2-4-18-2,32,2,17,29,3,"1,479"
1473140-1,J1-1-44-1,32,1,21,24,3,"1,512"
1-1355133-1,D1-1-16-1,32,1,13,24, -   , -   
1746741-3,C2-4-14-1,32,1,16,25, -   , -   
1743062-2,B1-5-14-1,32,1,17,23,4,"1,564"
1-178318-2,E2-5-38-1,32,1,17,27,3,"1,377"
5747714-2,N2-1-7-1,32,1,21,26, -   , -   
3-1718643-1,B1-5-6-2,32,2,23,26,4,"2,392"
2-178140-2,C1-0-32-1,32,1,18,24,1,432
42640-2,C1-2-11-1,32,1,15,28, -   , -   
6-1393243-3,N2-2-40-1,32,1,15,24,1,360
776522-1,B2-4-46-2,32,1,19,28,1,532
5-1747072-5,N1-4-19-1,32,1,22,28,5,"3,080"
1971032-5,D1-3-12-2,32,1,14,27,4,"1,512"
537637P043,B1-2-59-1,32,1,13,23, -   , -   
1-5177986-2,J1-2-30-1,32,1,16,28,2,896
1747050-1,C2-4-15-2,32,6,19,27, -   , -   
1565086-1,F1-2-18-2,32,4,23,27, -   , -   
1-2229794-1,D2-3-3-1,32,1,13,27,3,"1,053"
1452421-1,C1-4-18-1,32,2,21,28,4,"2,352"
4-1971032-5,N1-0-34-1,32,1,15,28,4,"1,680"
375458-001,E1-3-17-1,32,1,20,23,2,920
HD36-24-31PT,P1-0-13-1,32,1,16,27,4,"1,728"
DT04-12PA-CE07,C2-2-53-1,32,1,23,28, -   , -   
DT04-2P-P036,E2-1-56-1,32,1,14,24,5,"1,680"
W2P,C1-0-2-1,32,4,23,23, -   , -   
DT04-2P-P036,E2-1-56-1,32,5,22,29,1,638
2151080-1,F2-3-2-2,32,1,14,25,5,"1,750"
169440-000,P2-5-13-1,32,1,15,27,3,"1,215"
292681-000,G1-2-48-1,32,1,23,29,4,"2,668"
169440-000,P2-5-13-1,32,1,13,29, -   , -   
971078-000,E2-0-57-1,32,2,17,24,5,"2,040"
MC506E-N-13-4SN,C1-0-1-1,32,1,21,24,2,"1,008"
178677-1,A2-2-28-1,32,1,18,26,2,936
2295438-1,A1-3-22-2,32,1,17,26,5,"2,210"
1-1903170-1,A1-3-25-1,32,1,14,25,4,"1,400"
917688-1,B2-1-51-1,32,1,14,24,1,336
1-179958-3,B2-5-2-1,32,1,16,29,5,"2,320"
7-1452668-1,B1-3-20-1,32,1,13,25,1,325
1-725652-0,J2-4-8-1,32,1,18,27,5,"2,430"
1612335-1,J1-4-14-2,32,1,18,24,4,"1,728"
2311162-5,P2-2-32-2,32,1,23,24, -   , -   
1-912161-1,K1-5-18-2,32,1,18,25,1,450
DT06-12SA-CE06,H2-1-4-2,32,2,19,26,4,"1,976"
353029-1,D1-4-50-2,32,1,21,25,4,"2,100"
2384867-1,L2-5-44-1,32,1,17,24, -   , -   
1123341-1,D2-2-22-1,32,1,16,26,5,"2,080"
1-2229076-0,A1-3-15-1,32,3,15,28,3,"1,260"
1747643-1,A1-0-7-2,32,10,18,27,5,"2,430"
1827839-2,A1-0-17-2,32,1,21,29,2,"1,218"
1827840-3,K1-3-57-2,32,1,22,27,2,"1,188"
1-912156-5,I1-0-42-2,32,1,23,23,5,"2,645"
2260800-1,L2-0-12-1,32,14,14,25,4,"1,400"
2260908-1,A1-0-28-2,32,1,13,25, -   , -   
2260908-1,A1-0-28-2,32,17,19,27,1,513
2287754-1,A1-0-1-2,32,1,19,29,1,551
2289504-2,A1-0-10-1,32,16,16,27, -   , -   
2295271-1,A1-0-40-1,32,1,19,26,3,"1,482"
2312230-4,A1-2-40-1,32,1,14,27,1,378
2344888-1,A1-0-45-2,32,48,19,23, -   , -   
2371455-2,A1-1-59-1,32,5,17,29,4,"1,972"
9-1123320-4,A1-3-43-1,32,2,15,28,3,"1,260"
2312245-1,A1-5-50-2,32,1,15,24,1,360
900413-2,B1-0-53-1,32,1,22,25, -   , -   
1-174357-2,I2-0-1-1,32,1,18,28,2,"1,008"
175973-2,B1-3-50-1,32,2,15,27,1,405
1939403-3,B1-1-22-1,32,2,13,25,3,975
1-917808-2,B2-3-45-1,32,2,22,27,5,"2,970"
2822650-1,B1-4-19-1,32,2,23,29,1,667
2260802-5,A2-4-34-2,32,2,21,26,5,"2,730"
6473427-1,B1-0-55-2,32,1,14,24,1,336
1-2236898-1,D1-1-37-2,32,1,18,29,5,"2,610"
1939963-2,B2-4-27-1,32,1,13,23, -   , -   
1981731-1,A2-4-46-2,32,2,20,26, -   , -   
1939921-6,A2-4-29-2,32,2,14,23,5,"1,610"
2301724-6,A2-5-11-2,32,4,20,23,1,460
2174126-1,B2-0-2-2,32,3,17,28,4,"1,904"
1565963-2,D1-2-7-1,32,1,13,23,2,598
2345160-5,A2-4-7-2,32,1,15,27,5,"2,025"
2232905-1,F2-4-57-2,32,1,23,29, -   , -   
2287743-2,B1-3-12-2,32,1,18,29,3,"1,566"
1717399-1,A1-0-5-1,32,4,23,25,1,575
1939403-1,B1-2-32-2,32,1,14,26,1,364
1871806-1,A2-4-55-2,32,1,13,26,5,"1,690"
2261071-1,A2-4-39-1,32,1,14,28,5,"1,960"
2229994-2,A2-3-48-1,32,3,19,28,5,"2,660"
2331759-1,B1-0-15-2,32,2,16,28, -   , -   
2315456-1,B1-1-53-1,32,4,19,26,1,494
2287753-1,A2-3-57-1,32,2,20,24,5,"2,400"
1871070-2,B1-0-25-2,32,4,17,29,5,"2,465"
2229669-1,A2-3-51-2,32,2,13,27,5,"1,755"
2229669-1,A2-3-51-2,32,1,14,25,4,"1,400"
2312065-2,G1-0-1-1,32,6,19,23,5,"2,185"
175196-2,B1-1-21-2,32,1,23,29,1,667
1827855-1,B1-3-10-2,32,5,14,24,4,"1,344"
1674311-7,A2-5-45-1,32,10,22,24,1,528
2334040-1,A1-0-31-1,32,1,15,25,4,"1,500"
1827855-9,A2-5-35-2,32,1,17,26,2,884
1-2305217-1,B1-3-30-1,32,2,18,27,1,486
6376608-3,N2-4-1-1,32,1,19,26,1,494
900412-2,B1-3-15-2,32,1,15,29,3,"1,305"
1318620-2,B1-5-37-2,32,1,22,27,2,"1,188"
900412-2,B1-3-15-2,32,1,21,24,5,"2,520"
2330678-1,D1-4-8-2,32,1,21,27,2,"1,134"
1473139-1,J1-1-43-2,32,3,14,29,2,812
2304854-1,B2-1-45-1,32,1,17,29,1,493
2330587-1,A2-4-28-1,32,2,19,26,3,"1,482"
1747066-3,J2-5-54-2,32,19,17,24,2,816
2330678-1,D1-4-8-2,32,1,18,28,2,"1,008"
1717115-1,B1-1-4-1,32,4,14,26, -   , -   
2360058-2,A2-3-50-2,32,1,22,26,2,"1,144"
1746875-1,B1-5-15-2,32,1,15,25,5,"1,875"
2040105-1,A2-5-26-1,32,1,14,26,3,"1,092"
1717109-1,C1-2-50-1,32,1,15,23,4,"1,380"
2040115-1,A2-3-59-1,32,1,23,27,3,"1,863"
2301724-5,A2-5-36-1,32,1,21,28, -   , -   
2287710-1,B2-1-44-1,32,2,19,29,4,"2,204"
172191-2,D2-4-39-2,32,1,22,28,1,616
2288662-1,A2-3-56-2,32,3,18,24,5,"2,160"
1717285-1,F1-3-45-1,32,1,23,27, -   , -   
1318111-1,D1-1-47-2,32,2,22,27,1,594
2366194-1,L2-4-60-1,32,1,21,26,3,"1,638"
1318773-1,A1-2-13-1,32,1,13,25,5,"1,625"
2331757-1,A2-3-3-2,32,1,15,23,2,690
1981561-2,F2-0-50-2,32,4,13,25,5,"1,625"
2304266-1,E1-1-29-2,32,2,16,25,1,400
1903886-6,B2-2-6-2,32,1,23,29,1,667
8-1123320-1,A1-3-13-1,32,1,20,25,3,"1,500"
2290489-4,A1-0-30-2,32,2,20,27,4,"2,160"
172339-1,J2-3-49-1,32,1,23,27,4,"2,484"
3-1376386-5,M1-5-7-1,32,2,15,27,3,"1,215"
HD34-24-31PE,D1-0-53-1,32,1,22,26,2,"1,144"
172500-1,J2-4-2-2,32,2,19,24,5,"2,280"
1318765-9,A1-5-13-1,32,1,18,24,3,"1,296"
2260800-1,L2-0-12-1,32,1,20,24,3,"1,440"
